2626,2902,2995
2402,2767,3024
2331,2590,3006
2290,2375,2795
2263,2224,2549
2418,2259,2426
2628,2328,2364
2861,2447,2331
2942,2601,2331
2989,2835,2532
3008,2997,2766
2851,2977,2915
